ts,banco,tabela,linhas_estimadas
2026-09-19T16:31:32+00:00,auditdb,audit_log,758666
2026-09-19T16:31:32+00:00,notificationdb,notifications,11
2026-09-19T16:31:32+00:00,triagedb,triages,3
2026-09-19T16:33:14+00:00,patientdb,patients,531834
2026-09-19T16:33:14+00:00,examdb,exam_requests,6
2026-09-19T16:33:14+00:00,resultdb,exam_results,10
2026-09-19T16:33:14+00:00,authdb,auth_clients,6
2026-09-19T16:33:14+00:00,consentdb,consents,15
2026-09-19T16:33:14+00:00,auditdb,audit_anomaly,15
2026-09-19T16:33:14+00:00,auditdb,audit_log,767534
2026-09-19T16:33:14+00:00,notificationdb,notifications,11
2026-09-19T16:33:14+00:00,triagedb,triages,3
2026-09-19T16:35:00+00:00,patientdb,patients,560875
2026-09-19T16:35:00+00:00,examdb,exam_requests,6
2026-09-19T16:35:00+00:00,resultdb,exam_results,10
2026-09-19T16:35:00+00:00,authdb,auth_clients,6
2026-09-19T16:35:00+00:00,consentdb,consents,15
2026-09-19T16:35:00+00:00,auditdb,audit_anomaly,15
2026-09-19T16:35:00+00:00,auditdb,audit_log,775835
2026-09-19T16:35:00+00:00,notificationdb,notifications,11
2026-09-19T16:35:00+00:00,triagedb,triages,3
2026-09-19T16:36:44+00:00,patientdb,patients,588726
2026-09-19T16:36:44+00:00,examdb,exam_requests,6
2026-09-19T16:36:44+00:00,resultdb,exam_results,10
2026-09-19T16:36:44+00:00,authdb,auth_clients,6
2026-09-19T16:36:44+00:00,consentdb,consents,15
2026-09-19T16:36:44+00:00,auditdb,audit_anomaly,15
2026-09-19T16:36:44+00:00,auditdb,audit_log,783285
2026-09-19T16:36:44+00:00,notificationdb,notifications,11
2026-09-19T16:36:44+00:00,triagedb,triages,3
2026-09-19T16:38:21+00:00,patientdb,patients,605427
2026-09-19T16:38:21+00:00,examdb,exam_requests,6
2026-09-19T16:38:21+00:00,resultdb,exam_results,10
2026-09-19T16:38:21+00:00,authdb,auth_clients,6
2026-09-19T16:38:21+00:00,consentdb,consents,15
2026-09-19T16:38:21+00:00,auditdb,audit_anomaly,15
2026-09-19T16:38:21+00:00,auditdb,audit_log,798573
2026-09-19T16:38:21+00:00,notificationdb,notifications,11
2026-09-19T16:38:21+00:00,triagedb,triages,3
2026-09-19T16:39:41+00:00,patientdb,patients,605442
2026-09-19T16:39:41+00:00,examdb,exam_requests,6
2026-09-19T16:39:41+00:00,resultdb,exam_results,10
2026-09-19T16:39:41+00:00,authdb,auth_clients,6
2026-09-19T16:39:41+00:00,consentdb,consents,15
2026-09-19T16:39:41+00:00,auditdb,audit_anomaly,16
2026-09-19T16:39:41+00:00,auditdb,audit_log,840944
2026-09-19T16:39:41+00:00,notificationdb,notifications,11
2026-09-19T16:39:41+00:00,triagedb,triages,3
2026-09-19T16:41:01+00:00,patientdb,patients,605442
2026-09-19T16:41:01+00:00,examdb,exam_requests,6
2026-09-19T16:41:01+00:00,resultdb,exam_results,10
2026-09-19T16:41:01+00:00,authdb,auth_clients,6
2026-09-19T16:41:01+00:00,consentdb,consents,15
2026-09-19T16:41:01+00:00,auditdb,audit_anomaly,16
2026-09-19T16:41:01+00:00,auditdb,audit_log,890025
2026-09-19T16:41:01+00:00,notificationdb,notifications,11
2026-09-19T16:41:01+00:00,triagedb,triages,3
2026-09-19T16:42:30+00:00,patientdb,patients,605461
2026-09-19T16:42:30+00:00,examdb,exam_requests,6
2026-09-19T16:42:30+00:00,resultdb,exam_results,610
2026-09-19T16:42:30+00:00,authdb,auth_clients,7
2026-09-19T16:42:30+00:00,consentdb,consents,36
2026-09-19T16:42:30+00:00,auditdb,audit_anomaly,24
2026-09-19T16:42:30+00:00,auditdb,audit_log,923656
2026-09-19T16:42:30+00:00,notificationdb,notifications,611
2026-09-19T16:42:30+00:00,triagedb,triages,3
2026-09-19T16:44:11+00:00,patientdb,patients,605461
2026-09-19T16:44:11+00:00,examdb,exam_requests,6
2026-09-19T16:44:11+00:00,resultdb,exam_results,610
2026-09-19T16:44:11+00:00,authdb,auth_clients,7
2026-09-19T16:44:11+00:00,consentdb,consents,36
2026-09-19T16:44:11+00:00,auditdb,audit_anomaly,24
2026-09-19T16:44:11+00:00,auditdb,audit_log,935226
2026-09-19T16:44:11+00:00,notificationdb,notifications,611
2026-09-19T16:44:11+00:00,triagedb,triages,3
2026-09-19T16:45:43+00:00,patientdb,patients,605461
2026-09-19T16:45:43+00:00,examdb,exam_requests,6
2026-09-19T16:45:43+00:00,resultdb,exam_results,610
2026-09-19T16:45:43+00:00,authdb,auth_clients,7
2026-09-19T16:45:43+00:00,consentdb,consents,36
2026-09-19T16:45:43+00:00,auditdb,audit_anomaly,24
2026-09-19T16:45:43+00:00,auditdb,audit_log,966258
2026-09-19T16:45:43+00:00,notificationdb,notifications,611
2026-09-19T16:45:43+00:00,triagedb,triages,3
2026-09-19T16:47:21+00:00,patientdb,patients,605461
2026-09-19T16:47:21+00:00,examdb,exam_requests,6
2026-09-19T16:47:21+00:00,resultdb,exam_results,610
2026-09-19T16:47:21+00:00,authdb,auth_clients,7
2026-09-19T16:47:21+00:00,consentdb,consents,36
2026-09-19T16:47:21+00:00,auditdb,audit_anomaly,24
2026-09-19T16:47:21+00:00,auditdb,audit_log,977645
2026-09-19T16:47:21+00:00,notificationdb,notifications,611
2026-09-19T16:47:21+00:00,triagedb,triages,3
2026-09-19T16:48:50+00:00,patientdb,patients,605461
2026-09-19T16:48:50+00:00,examdb,exam_requests,6
2026-09-19T16:48:50+00:00,resultdb,exam_results,610
2026-09-19T16:48:50+00:00,authdb,auth_clients,7
2026-09-19T16:48:50+00:00,consentdb,consents,36
2026-09-19T16:48:50+00:00,auditdb,audit_anomaly,24
2026-09-19T16:48:50+00:00,auditdb,audit_log,1005723
2026-09-19T16:48:50+00:00,notificationdb,notifications,611
2026-09-19T16:48:50+00:00,triagedb,triages,3
2026-09-19T16:50:29+00:00,patientdb,patients,605461
2026-09-19T16:50:29+00:00,examdb,exam_requests,6
2026-09-19T16:50:29+00:00,resultdb,exam_results,610
2026-09-19T16:50:29+00:00,authdb,auth_clients,7
2026-09-19T16:50:29+00:00,consentdb,consents,36
2026-09-19T16:50:29+00:00,auditdb,audit_anomaly,24
2026-09-19T16:50:29+00:00,auditdb,audit_log,1015937
2026-09-19T16:50:29+00:00,notificationdb,notifications,611
2026-09-19T16:50:29+00:00,triagedb,triages,3
2026-09-19T16:52:03+00:00,patientdb,patients,605461
2026-09-19T16:52:03+00:00,examdb,exam_requests,6
2026-09-19T16:52:03+00:00,resultdb,exam_results,610
2026-09-19T16:52:03+00:00,authdb,auth_clients,7
2026-09-19T16:52:03+00:00,consentdb,consents,36
2026-09-19T16:52:03+00:00,auditdb,audit_anomaly,29
2026-09-19T16:52:03+00:00,auditdb,audit_log,1040376
2026-09-19T16:52:03+00:00,notificationdb,notifications,611
2026-09-19T16:52:03+00:00,triagedb,triages,3
2026-09-19T16:53:28+00:00,patientdb,patients,605461
2026-09-19T16:53:28+00:00,examdb,exam_requests,6
2026-09-19T16:53:28+00:00,resultdb,exam_results,610
2026-09-19T16:53:28+00:00,authdb,auth_clients,7
2026-09-19T16:53:28+00:00,consentdb,consents,36
2026-09-19T16:53:28+00:00,auditdb,audit_anomaly,29
2026-09-19T16:53:28+00:00,auditdb,audit_log,1043412
2026-09-19T16:53:28+00:00,notificationdb,notifications,611
2026-09-19T16:53:28+00:00,triagedb,triages,3
2026-09-19T16:54:52+00:00,patientdb,patients,605461
2026-09-19T16:54:52+00:00,examdb,exam_requests,6
2026-09-19T16:54:52+00:00,resultdb,exam_results,610
2026-09-19T16:54:52+00:00,authdb,auth_clients,7
2026-09-19T16:54:52+00:00,consentdb,consents,36
2026-09-19T16:54:52+00:00,auditdb,audit_anomaly,29
2026-09-19T16:54:52+00:00,auditdb,audit_log,1043628
2026-09-19T16:54:52+00:00,notificationdb,notifications,611
2026-09-19T16:54:52+00:00,triagedb,triages,3
2026-09-19T16:56:16+00:00,patientdb,patients,605461
2026-09-19T16:56:16+00:00,examdb,exam_requests,6
2026-09-19T16:56:16+00:00,resultdb,exam_results,610
2026-09-19T16:56:16+00:00,authdb,auth_clients,7
2026-09-19T16:56:16+00:00,consentdb,consents,36
2026-09-19T16:56:16+00:00,auditdb,audit_anomaly,29
2026-09-19T16:56:16+00:00,auditdb,audit_log,1066919
2026-09-19T16:56:16+00:00,notificationdb,notifications,611
2026-09-19T16:56:16+00:00,triagedb,triages,3
2026-09-19T16:57:51+00:00,patientdb,patients,605461
2026-09-19T16:57:51+00:00,examdb,exam_requests,6
2026-09-19T16:57:51+00:00,resultdb,exam_results,610
2026-09-19T16:57:51+00:00,authdb,auth_clients,7
2026-09-19T16:57:51+00:00,consentdb,consents,36
2026-09-19T16:57:51+00:00,auditdb,audit_anomaly,29
2026-09-19T16:57:51+00:00,auditdb,audit_log,1067212
2026-09-19T16:57:51+00:00,notificationdb,notifications,611
2026-09-19T16:57:51+00:00,triagedb,triages,3
2026-09-19T16:59:15+00:00,patientdb,patients,605461
2026-09-19T16:59:15+00:00,examdb,exam_requests,6
2026-09-19T16:59:15+00:00,resultdb,exam_results,610
2026-09-19T16:59:15+00:00,authdb,auth_clients,7
2026-09-19T16:59:15+00:00,consentdb,consents,36
2026-09-19T16:59:15+00:00,auditdb,audit_anomaly,29
2026-09-19T16:59:15+00:00,auditdb,audit_log,1092407
2026-09-19T16:59:15+00:00,notificationdb,notifications,611
2026-09-19T16:59:15+00:00,triagedb,triages,3
2026-09-19T17:00:33+00:00,patientdb,patients,605461
2026-09-19T17:00:33+00:00,examdb,exam_requests,6
2026-09-19T17:00:33+00:00,resultdb,exam_results,610
2026-09-19T17:00:33+00:00,authdb,auth_clients,7
2026-09-19T17:00:33+00:00,consentdb,consents,36
2026-09-19T17:00:33+00:00,auditdb,audit_anomaly,29
2026-09-19T17:00:33+00:00,auditdb,audit_log,1159020
2026-09-19T17:00:33+00:00,notificationdb,notifications,611
2026-09-19T17:00:33+00:00,triagedb,triages,3
2026-09-19T17:01:51+00:00,patientdb,patients,605482
2026-09-19T17:01:51+00:00,examdb,exam_requests,6
2026-09-19T17:01:51+00:00,resultdb,exam_results,1210
2026-09-19T17:01:51+00:00,authdb,auth_clients,7
2026-09-19T17:01:51+00:00,consentdb,consents,57
2026-09-19T17:01:51+00:00,auditdb,audit_anomaly,29
2026-09-19T17:01:51+00:00,auditdb,audit_log,1235113
2026-09-19T17:01:51+00:00,notificationdb,notifications,1296
2026-09-19T17:01:51+00:00,triagedb,triages,3
2026-09-19T17:03:27+00:00,patientdb,patients,605482
2026-09-19T17:03:27+00:00,examdb,exam_requests,6
2026-09-19T17:03:27+00:00,resultdb,exam_results,1210
2026-09-19T17:03:27+00:00,authdb,auth_clients,7
2026-09-19T17:03:27+00:00,consentdb,consents,57
2026-09-19T17:03:27+00:00,auditdb,audit_anomaly,29
2026-09-19T17:03:27+00:00,auditdb,audit_log,1259614
2026-09-19T17:03:27+00:00,notificationdb,notifications,1211
2026-09-19T17:03:27+00:00,triagedb,triages,3
2026-09-19T17:05:06+00:00,patientdb,patients,605482
2026-09-19T17:05:06+00:00,examdb,exam_requests,6
2026-09-19T17:05:06+00:00,resultdb,exam_results,1210
2026-09-19T17:05:06+00:00,authdb,auth_clients,7
2026-09-19T17:05:06+00:00,consentdb,consents,57
2026-09-19T17:05:06+00:00,auditdb,audit_anomaly,29
2026-09-19T17:05:06+00:00,auditdb,audit_log,1293052
2026-09-19T17:05:06+00:00,notificationdb,notifications,1211
2026-09-19T17:05:06+00:00,triagedb,triages,3
2026-09-19T17:06:41+00:00,patientdb,patients,605482
2026-09-19T17:06:41+00:00,examdb,exam_requests,6
2026-09-19T17:06:41+00:00,resultdb,exam_results,1210
2026-09-19T17:06:41+00:00,authdb,auth_clients,7
2026-09-19T17:06:41+00:00,consentdb,consents,57
2026-09-19T17:06:41+00:00,auditdb,audit_anomaly,29
2026-09-19T17:06:41+00:00,auditdb,audit_log,1322834
2026-09-19T17:06:41+00:00,notificationdb,notifications,1211
2026-09-19T17:06:41+00:00,triagedb,triages,3
2026-09-19T17:08:21+00:00,patientdb,patients,605482
2026-09-19T17:08:21+00:00,examdb,exam_requests,6
2026-09-19T17:08:21+00:00,resultdb,exam_results,1210
2026-09-19T17:08:21+00:00,authdb,auth_clients,7
2026-09-19T17:08:21+00:00,consentdb,consents,57
2026-09-19T17:08:21+00:00,auditdb,audit_anomaly,29
2026-09-19T17:08:21+00:00,auditdb,audit_log,1344424
2026-09-19T17:08:21+00:00,notificationdb,notifications,1211
2026-09-19T17:08:21+00:00,triagedb,triages,3
2026-09-19T17:09:50+00:00,patientdb,patients,605482
2026-09-19T17:09:50+00:00,examdb,exam_requests,6
2026-09-19T17:09:50+00:00,resultdb,exam_results,1210
2026-09-19T17:09:50+00:00,authdb,auth_clients,7
2026-09-19T17:09:50+00:00,consentdb,consents,57
2026-09-19T17:09:50+00:00,auditdb,audit_anomaly,29
2026-09-19T17:09:50+00:00,auditdb,audit_log,1377694
2026-09-19T17:09:50+00:00,notificationdb,notifications,1211
2026-09-19T17:09:50+00:00,triagedb,triages,3
2026-09-19T17:11:28+00:00,patientdb,patients,605482
2026-09-19T17:11:28+00:00,examdb,exam_requests,6
2026-09-19T17:11:28+00:00,resultdb,exam_results,1210
2026-09-19T17:11:28+00:00,authdb,auth_clients,7
2026-09-19T17:11:28+00:00,consentdb,consents,57
2026-09-19T17:11:28+00:00,auditdb,audit_anomaly,29
2026-09-19T17:11:28+00:00,auditdb,audit_log,1395024
2026-09-19T17:11:28+00:00,notificationdb,notifications,1211
2026-09-19T17:11:28+00:00,triagedb,triages,3
2026-09-19T17:12:56+00:00,patientdb,patients,605482
2026-09-19T17:12:56+00:00,examdb,exam_requests,6
2026-09-19T17:12:56+00:00,resultdb,exam_results,1210
2026-09-19T17:12:56+00:00,authdb,auth_clients,7
2026-09-19T17:12:56+00:00,consentdb,consents,57
2026-09-19T17:12:56+00:00,auditdb,audit_anomaly,29
2026-09-19T17:12:56+00:00,auditdb,audit_log,1436418
2026-09-19T17:12:56+00:00,notificationdb,notifications,1211
2026-09-19T17:12:56+00:00,triagedb,triages,3
2026-09-19T17:14:31+00:00,patientdb,patients,605482
2026-09-19T17:14:31+00:00,examdb,exam_requests,6
2026-09-19T17:14:31+00:00,resultdb,exam_results,1210
2026-09-19T17:14:31+00:00,authdb,auth_clients,7
2026-09-19T17:14:31+00:00,consentdb,consents,57
2026-09-19T17:14:31+00:00,auditdb,audit_anomaly,29
2026-09-19T17:14:31+00:00,auditdb,audit_log,1456566
2026-09-19T17:14:31+00:00,notificationdb,notifications,1211
2026-09-19T17:14:31+00:00,triagedb,triages,3
2026-09-19T17:15:59+00:00,patientdb,patients,605482
2026-09-19T17:15:59+00:00,examdb,exam_requests,6
2026-09-19T17:15:59+00:00,resultdb,exam_results,1210
2026-09-19T17:15:59+00:00,authdb,auth_clients,7
2026-09-19T17:15:59+00:00,consentdb,consents,57
2026-09-19T17:15:59+00:00,auditdb,audit_anomaly,29
2026-09-19T17:15:59+00:00,auditdb,audit_log,1499428
2026-09-19T17:15:59+00:00,notificationdb,notifications,1211
2026-09-19T17:15:59+00:00,triagedb,triages,3
2026-09-19T17:18:11+00:00,patientdb,patients,605482
2026-09-19T17:18:11+00:00,examdb,exam_requests,6
2026-09-19T17:18:11+00:00,resultdb,exam_results,1210
2026-09-19T17:18:11+00:00,authdb,auth_clients,7
2026-09-19T17:18:11+00:00,consentdb,consents,57
2026-09-19T17:18:11+00:00,auditdb,audit_anomaly,29
2026-09-19T17:18:11+00:00,auditdb,audit_log,1510218
2026-09-19T17:18:11+00:00,notificationdb,notifications,1211
2026-09-19T17:18:11+00:00,triagedb,triages,3
2026-09-19T17:19:47+00:00,patientdb,patients,605482
2026-09-19T17:19:47+00:00,examdb,exam_requests,6
2026-09-19T17:19:47+00:00,resultdb,exam_results,1210
2026-09-19T17:19:47+00:00,authdb,auth_clients,7
2026-09-19T17:19:47+00:00,consentdb,consents,57
2026-09-19T17:19:47+00:00,auditdb,audit_anomaly,29
2026-09-19T17:19:47+00:00,auditdb,audit_log,1567890
2026-09-19T17:19:47+00:00,notificationdb,notifications,1211
2026-09-19T17:19:47+00:00,triagedb,triages,3
2026-09-19T17:21:06+00:00,patientdb,patients,605482
2026-09-19T17:21:06+00:00,examdb,exam_requests,6
2026-09-19T17:21:06+00:00,resultdb,exam_results,1210
2026-09-19T17:21:06+00:00,authdb,auth_clients,7
2026-09-19T17:21:06+00:00,consentdb,consents,57
2026-09-19T17:21:06+00:00,auditdb,audit_anomaly,29
2026-09-19T17:21:06+00:00,auditdb,audit_log,1649805
2026-09-19T17:21:06+00:00,notificationdb,notifications,1211
2026-09-19T17:21:06+00:00,triagedb,triages,3
2026-09-19T17:22:31+00:00,patientdb,patients,605503
2026-09-19T17:22:31+00:00,examdb,exam_requests,6
2026-09-19T17:22:31+00:00,resultdb,exam_results,1810
2026-09-19T17:22:31+00:00,authdb,auth_clients,7
2026-09-19T17:22:31+00:00,consentdb,consents,78
2026-09-19T17:22:31+00:00,auditdb,audit_anomaly,29
2026-09-19T17:22:31+00:00,auditdb,audit_log,1711648
2026-09-19T17:22:31+00:00,notificationdb,notifications,1811
2026-09-19T17:22:31+00:00,triagedb,triages,3
2026-09-19T17:24:11+00:00,patientdb,patients,605503
2026-09-19T17:24:11+00:00,examdb,exam_requests,6
2026-09-19T17:24:11+00:00,resultdb,exam_results,1810
2026-09-19T17:24:11+00:00,authdb,auth_clients,7
2026-09-19T17:24:11+00:00,consentdb,consents,78
2026-09-19T17:24:11+00:00,auditdb,audit_anomaly,29
2026-09-19T17:24:11+00:00,auditdb,audit_log,1730644
2026-09-19T17:24:11+00:00,notificationdb,notifications,1811
2026-09-19T17:24:11+00:00,triagedb,triages,3
2026-09-19T17:25:42+00:00,patientdb,patients,605503
2026-09-19T17:25:42+00:00,examdb,exam_requests,6
2026-09-19T17:25:42+00:00,resultdb,exam_results,1810
2026-09-19T17:25:42+00:00,authdb,auth_clients,7
2026-09-19T17:25:42+00:00,consentdb,consents,78
2026-09-19T17:25:42+00:00,auditdb,audit_anomaly,29
2026-09-19T17:25:42+00:00,auditdb,audit_log,1774451
2026-09-19T17:25:42+00:00,notificationdb,notifications,1811
2026-09-19T17:25:42+00:00,triagedb,triages,3
2026-09-19T17:27:20+00:00,patientdb,patients,605503
2026-09-19T17:27:20+00:00,examdb,exam_requests,6
2026-09-19T17:27:20+00:00,resultdb,exam_results,1810
2026-09-19T17:27:20+00:00,authdb,auth_clients,7
2026-09-19T17:27:20+00:00,consentdb,consents,78
2026-09-19T17:27:20+00:00,auditdb,audit_anomaly,29
2026-09-19T17:27:20+00:00,auditdb,audit_log,1793064
2026-09-19T17:27:20+00:00,notificationdb,notifications,1811
2026-09-19T17:27:20+00:00,triagedb,triages,3
2026-09-19T17:28:53+00:00,patientdb,patients,605503
2026-09-19T17:28:53+00:00,examdb,exam_requests,6
2026-09-19T17:28:53+00:00,resultdb,exam_results,1810
2026-09-19T17:28:53+00:00,authdb,auth_clients,7
2026-09-19T17:28:53+00:00,consentdb,consents,78
2026-09-19T17:28:53+00:00,auditdb,audit_anomaly,29
2026-09-19T17:28:53+00:00,auditdb,audit_log,1828627
2026-09-19T17:28:53+00:00,notificationdb,notifications,1811
2026-09-19T17:28:53+00:00,triagedb,triages,3
2026-09-19T17:30:28+00:00,patientdb,patients,605503
2026-09-19T17:30:28+00:00,examdb,exam_requests,6
2026-09-19T17:30:28+00:00,resultdb,exam_results,1810
2026-09-19T17:30:28+00:00,authdb,auth_clients,7
2026-09-19T17:30:28+00:00,consentdb,consents,78
2026-09-19T17:30:28+00:00,auditdb,audit_anomaly,29
2026-09-19T17:30:28+00:00,auditdb,audit_log,1852474
2026-09-19T17:30:28+00:00,notificationdb,notifications,1811
2026-09-19T17:30:28+00:00,triagedb,triages,3
2026-09-19T17:32:06+00:00,patientdb,patients,605503
2026-09-19T17:32:06+00:00,examdb,exam_requests,6
2026-09-19T17:32:06+00:00,resultdb,exam_results,1810
2026-09-19T17:32:06+00:00,authdb,auth_clients,7
2026-09-19T17:32:06+00:00,consentdb,consents,78
2026-09-19T17:32:06+00:00,auditdb,audit_anomaly,29
2026-09-19T17:32:06+00:00,auditdb,audit_log,1872504
2026-09-19T17:32:06+00:00,notificationdb,notifications,1811
2026-09-19T17:32:06+00:00,triagedb,triages,3
2026-09-19T17:33:30+00:00,patientdb,patients,605503
2026-09-19T17:33:30+00:00,examdb,exam_requests,6
2026-09-19T17:33:30+00:00,resultdb,exam_results,1810
2026-09-19T17:33:30+00:00,authdb,auth_clients,7
2026-09-19T17:33:30+00:00,consentdb,consents,78
2026-09-19T17:33:30+00:00,auditdb,audit_anomaly,29
2026-09-19T17:33:30+00:00,auditdb,audit_log,1915453
2026-09-19T17:33:30+00:00,notificationdb,notifications,1811
2026-09-19T17:33:30+00:00,triagedb,triages,3
2026-09-19T17:35:02+00:00,patientdb,patients,605503
2026-09-19T17:35:02+00:00,examdb,exam_requests,6
2026-09-19T17:35:02+00:00,resultdb,exam_results,1810
2026-09-19T17:35:02+00:00,authdb,auth_clients,7
2026-09-19T17:35:02+00:00,consentdb,consents,78
2026-09-19T17:35:02+00:00,auditdb,audit_anomaly,29
2026-09-19T17:35:02+00:00,auditdb,audit_log,1935728
2026-09-19T17:35:02+00:00,notificationdb,notifications,1811
2026-09-19T17:35:02+00:00,triagedb,triages,3
2026-09-19T17:36:35+00:00,patientdb,patients,605503
2026-09-19T17:36:35+00:00,examdb,exam_requests,6
2026-09-19T17:36:35+00:00,resultdb,exam_results,1810
2026-09-19T17:36:35+00:00,authdb,auth_clients,7
2026-09-19T17:36:35+00:00,consentdb,consents,78
2026-09-19T17:36:35+00:00,auditdb,audit_anomaly,29
2026-09-19T17:36:35+00:00,auditdb,audit_log,1974908
2026-09-19T17:36:35+00:00,notificationdb,notifications,1811
2026-09-19T17:36:35+00:00,triagedb,triages,3
2026-09-19T17:38:50+00:00,patientdb,patients,605503
2026-09-19T17:38:50+00:00,examdb,exam_requests,6
2026-09-19T17:38:50+00:00,resultdb,exam_results,1810
2026-09-19T17:38:50+00:00,authdb,auth_clients,7
2026-09-19T17:38:50+00:00,consentdb,consents,78
2026-09-19T17:38:50+00:00,auditdb,audit_anomaly,29
2026-09-19T17:38:50+00:00,auditdb,audit_log,1986888
2026-09-19T17:38:50+00:00,notificationdb,notifications,1811
2026-09-19T17:38:50+00:00,triagedb,triages,3
2026-09-19T17:40:13+00:00,patientdb,patients,605503
2026-09-19T17:40:13+00:00,examdb,exam_requests,6
2026-09-19T17:40:13+00:00,resultdb,exam_results,1810
2026-09-19T17:40:13+00:00,authdb,auth_clients,7
2026-09-19T17:40:13+00:00,consentdb,consents,78
2026-09-19T17:40:13+00:00,auditdb,audit_anomaly,29
2026-09-19T17:40:13+00:00,auditdb,audit_log,2061929
2026-09-19T17:40:13+00:00,notificationdb,notifications,1811
2026-09-19T17:40:13+00:00,triagedb,triages,3
2026-09-19T17:41:37+00:00,patientdb,patients,605503
2026-09-19T17:41:37+00:00,examdb,exam_requests,6
2026-09-19T17:41:37+00:00,resultdb,exam_results,1810
2026-09-19T17:41:37+00:00,authdb,auth_clients,7
2026-09-19T17:41:37+00:00,consentdb,consents,78
2026-09-19T17:41:37+00:00,auditdb,audit_anomaly,29
2026-09-19T17:41:37+00:00,auditdb,audit_log,2150831
2026-09-19T17:41:37+00:00,notificationdb,notifications,1811
2026-09-19T17:41:37+00:00,triagedb,triages,3
2026-09-19T17:42:57+00:00,patientdb,patients,605503
2026-09-19T17:42:57+00:00,examdb,exam_requests,6
2026-09-19T17:42:57+00:00,resultdb,exam_results,1810
2026-09-19T17:42:57+00:00,authdb,auth_clients,7
2026-09-19T17:42:57+00:00,consentdb,consents,78
2026-09-19T17:42:57+00:00,auditdb,audit_anomaly,29
2026-09-19T17:42:57+00:00,auditdb,audit_log,2236262
2026-09-19T17:42:57+00:00,notificationdb,notifications,1811
2026-09-19T17:42:57+00:00,triagedb,triages,3
2026-09-19T17:44:16+00:00,patientdb,patients,605503
2026-09-19T17:44:16+00:00,examdb,exam_requests,6
2026-09-19T17:44:16+00:00,resultdb,exam_results,1810
2026-09-19T17:44:16+00:00,authdb,auth_clients,7
2026-09-19T17:44:16+00:00,consentdb,consents,78
2026-09-19T17:44:16+00:00,auditdb,audit_anomaly,29
2026-09-19T17:44:16+00:00,auditdb,audit_log,2310844
2026-09-19T17:44:16+00:00,notificationdb,notifications,1811
2026-09-19T17:44:16+00:00,triagedb,triages,3
2026-09-19T17:45:33+00:00,patientdb,patients,605503
2026-09-19T17:45:33+00:00,examdb,exam_requests,6
2026-09-19T17:45:33+00:00,resultdb,exam_results,1810
2026-09-19T17:45:33+00:00,authdb,auth_clients,7
2026-09-19T17:45:33+00:00,consentdb,consents,78
2026-09-19T17:45:33+00:00,auditdb,audit_anomaly,29
2026-09-19T17:45:33+00:00,auditdb,audit_log,2400871
2026-09-19T17:45:33+00:00,notificationdb,notifications,1811
2026-09-19T17:45:33+00:00,triagedb,triages,3
2026-09-19T17:46:57+00:00,patientdb,patients,605503
2026-09-19T17:46:57+00:00,examdb,exam_requests,6
2026-09-19T17:46:57+00:00,resultdb,exam_results,1810
2026-09-19T17:46:57+00:00,authdb,auth_clients,7
2026-09-19T17:46:57+00:00,consentdb,consents,78
2026-09-19T17:46:57+00:00,auditdb,audit_anomaly,29
2026-09-19T17:46:57+00:00,auditdb,audit_log,2494220
2026-09-19T17:46:57+00:00,notificationdb,notifications,1811
2026-09-19T17:46:57+00:00,triagedb,triages,3
2026-09-19T17:48:21+00:00,patientdb,patients,605503
2026-09-19T17:48:21+00:00,examdb,exam_requests,6
2026-09-19T17:48:21+00:00,resultdb,exam_results,1810
2026-09-19T17:48:21+00:00,authdb,auth_clients,7
2026-09-19T17:48:21+00:00,consentdb,consents,78
2026-09-19T17:48:21+00:00,auditdb,audit_anomaly,29
2026-09-19T17:48:21+00:00,auditdb,audit_log,2584602
2026-09-19T17:48:21+00:00,notificationdb,notifications,1811
2026-09-19T17:48:21+00:00,triagedb,triages,3
2026-09-19T17:49:40+00:00,patientdb,patients,605503
2026-09-19T17:49:40+00:00,examdb,exam_requests,6
2026-09-19T17:49:40+00:00,resultdb,exam_results,1810
2026-09-19T17:49:40+00:00,authdb,auth_clients,7
2026-09-19T17:49:40+00:00,consentdb,consents,78
2026-09-19T17:49:40+00:00,auditdb,audit_anomaly,29
2026-09-19T17:49:40+00:00,auditdb,audit_log,2670661
2026-09-19T17:49:40+00:00,notificationdb,notifications,1811
2026-09-19T17:49:40+00:00,triagedb,triages,3
2026-09-19T17:50:56+00:00,patientdb,patients,605503
2026-09-19T17:50:56+00:00,examdb,exam_requests,6
2026-09-19T17:50:56+00:00,resultdb,exam_results,1810
2026-09-19T17:50:56+00:00,authdb,auth_clients,7
2026-09-19T17:50:56+00:00,consentdb,consents,78
2026-09-19T17:50:56+00:00,auditdb,audit_anomaly,29
2026-09-19T17:50:56+00:00,auditdb,audit_log,2755640
2026-09-19T17:50:56+00:00,notificationdb,notifications,1811
2026-09-19T17:50:56+00:00,triagedb,triages,3
2026-09-19T17:52:12+00:00,patientdb,patients,605503
2026-09-19T17:52:12+00:00,examdb,exam_requests,6
2026-09-19T17:52:12+00:00,resultdb,exam_results,1810
2026-09-19T17:52:12+00:00,authdb,auth_clients,7
2026-09-19T17:52:12+00:00,consentdb,consents,78
2026-09-19T17:52:12+00:00,auditdb,audit_anomaly,29
2026-09-19T17:52:12+00:00,auditdb,audit_log,2824403
2026-09-19T17:52:12+00:00,notificationdb,notifications,1811
2026-09-19T17:52:12+00:00,triagedb,triages,3
